fact_id	year	kecamatan_id	kecamatan	sector_id	sector_name	umkm_count	employment_est	estimated_revenue_million_idr	digital_adoption_pct	formalization_rate_pct	data_status
359	2022	BATAM-SKP	Sekupang	SEK-PRK	Perikanan & Olahan Laut	229	418	20181,3	30,2	36,5	Derived from fact_umkm_kelurahan_sector
360	2022	BATAM-SKP	Sekupang	SEK-RIT	Retail & Perdagangan	460	1115	48885,2	43,2	38,2	Derived from fact_umkm_kelurahan_sector
361	2023	BATAM-BAJ	Batu Aji	SEK-DIG	Digital & Kreatif	147	209	21337,4	78,1	51,8	Derived from fact_umkm_kelurahan_sector
362	2023	BATAM-BAJ	Batu Aji	SEK-FAS	Fashion & Aksesoris	311	576	25497	64,7	49,1	Derived from fact_umkm_kelurahan_sector
363	2023	BATAM-BAJ	Batu Aji	SEK-JAS	Jasa Personal	350	555	26342,5	54,6	47,8	Derived from fact_umkm_kelurahan_sector
364	2023	BATAM-BAJ	Batu Aji	SEK-KER	Kerajinan & Souvenir	182	295	11496,5	61,3	47,9	Derived from fact_umkm_kelurahan_sector
365	2023	BATAM-BAJ	Batu Aji	SEK-KUL	Kuliner & Makanan	663	1672	66830,4	51,7	47,9	Derived from fact_umkm_kelurahan_sector
366	2023	BATAM-BAJ	Batu Aji	SEK-LOG	Transportasi & Logistik Mikro	201	330	19180,1	59,5	45,1	Derived from fact_umkm_kelurahan_sector
367	2023	BATAM-BAJ	Batu Aji	SEK-OTM	Otomotif & Repair	155	230	15207,3	47,1	44,4	Derived from fact_umkm_kelurahan_sector
368	2023	BATAM-BAJ	Batu Aji	SEK-PAR	Pariwisata & Akomodasi Mikro	173	383	22088,6	68,8	50,8	Derived from fact_umkm_kelurahan_sector
369	2023	BATAM-BAJ	Batu Aji	SEK-PRK	Perikanan & Olahan Laut	231	408	21111,6	38,7	42,5	Derived from fact_umkm_kelurahan_sector
370	2023	BATAM-BAJ	Batu Aji	SEK-RIT	Retail & Perdagangan	635	1480	69982,1	46,1	47	Derived from fact_umkm_kelurahan_sector
371	2023	BATAM-BAM	Batu Ampar	SEK-DIG	Digital & Kreatif	67	101	9725,2	76,9	52,8	Derived from fact_umkm_kelurahan_sector
372	2023	BATAM-BAM	Batu Ampar	SEK-FAS	Fashion & Aksesoris	136	275	11149,8	63,7	49,7	Derived from fact_umkm_kelurahan_sector
373	2023	BATAM-BAM	Batu Ampar	SEK-JAS	Jasa Personal	173	304	13020,8	56,1	44,9	Derived from fact_umkm_kelurahan_sector
374	2023	BATAM-BAM	Batu Ampar	SEK-KER	Kerajinan & Souvenir	86	130	5432,4	62,8	51,4	Derived from fact_umkm_kelurahan_sector
375	2023	BATAM-BAM	Batu Ampar	SEK-KUL	Kuliner & Makanan	211	542	21268,8	49,9	43,8	Derived from fact_umkm_kelurahan_sector
376	2023	BATAM-BAM	Batu Ampar	SEK-LOG	Transportasi & Logistik Mikro	138	245	13168,6	55,3	48,5	Derived from fact_umkm_kelurahan_sector
377	2023	BATAM-BAM	Batu Ampar	SEK-OTM	Otomotif & Repair	66	106	6475,4	48,9	47	Derived from fact_umkm_kelurahan_sector
378	2023	BATAM-BAM	Batu Ampar	SEK-PAR	Pariwisata & Akomodasi Mikro	83	181	10597,4	67,1	50,3	Derived from fact_umkm_kelurahan_sector
379	2023	BATAM-BAM	Batu Ampar	SEK-PRK	Perikanan & Olahan Laut	101	209	9230,6	35,8	44,9	Derived from fact_umkm_kelurahan_sector
380	2023	BATAM-BAM	Batu Ampar	SEK-RIT	Retail & Perdagangan	198	463	21821,2	45,4	47	Derived from fact_umkm_kelurahan_sector
381	2023	BATAM-BKG	Bengkong	SEK-DIG	Digital & Kreatif	156	219	22643,6	83	52,6	Derived from fact_umkm_kelurahan_sector
382	2023	BATAM-BKG	Bengkong	SEK-FAS	Fashion & Aksesoris	290	581	23775,3	68,8	51,2	Derived from fact_umkm_kelurahan_sector
383	2023	BATAM-BKG	Bengkong	SEK-JAS	Jasa Personal	344	643	25890,9	56,2	49,2	Derived from fact_umkm_kelurahan_sector
384	2023	BATAM-BKG	Bengkong	SEK-KER	Kerajinan & Souvenir	200	320	12633,6	61,1	46,9	Derived from fact_umkm_kelurahan_sector
385	2023	BATAM-BKG	Bengkong	SEK-KUL	Kuliner & Makanan	638	1739	64310,4	50,8	48,6	Derived from fact_umkm_kelurahan_sector
386	2023	BATAM-BKG	Bengkong	SEK-LOG	Transportasi & Logistik Mikro	202	357	19275,7	57,1	47,9	Derived from fact_umkm_kelurahan_sector
387	2023	BATAM-BKG	Bengkong	SEK-OTM	Otomotif & Repair	149	261	14618,7	49,2	45,3	Derived from fact_umkm_kelurahan_sector
388	2023	BATAM-BKG	Bengkong	SEK-PAR	Pariwisata & Akomodasi Mikro	173	360	22088,6	66	50,3	Derived from fact_umkm_kelurahan_sector
389	2023	BATAM-BKG	Bengkong	SEK-PRK	Perikanan & Olahan Laut	231	424	21111,4	38,4	43,5	Derived from fact_umkm_kelurahan_sector
390	2023	BATAM-BKG	Bengkong	SEK-RIT	Retail & Perdagangan	565	1310	62267,6	49,5	48,2	Derived from fact_umkm_kelurahan_sector
391	2023	BATAM-BLG	Bulang	SEK-DIG	Digital & Kreatif	12	17	1741,8	78	53,6	Derived from fact_umkm_kelurahan_sector
392	2023	BATAM-BLG	Bulang	SEK-FAS	Fashion & Aksesoris	12	24	984	62,2	49,3	Derived from fact_umkm_kelurahan_sector
393	2023	BATAM-BLG	Bulang	SEK-JAS	Jasa Personal	18	31	1354,8	54,2	46,9	Derived from fact_umkm_kelurahan_sector
394	2023	BATAM-BLG	Bulang	SEK-KER	Kerajinan & Souvenir	12	19	757,8	63	48,5	Derived from fact_umkm_kelurahan_sector
395	2023	BATAM-BLG	Bulang	SEK-KUL	Kuliner & Makanan	21	57	2116,8	49,4	47,7	Derived from fact_umkm_kelurahan_sector
396	2023	BATAM-BLG	Bulang	SEK-LOG	Transportasi & Logistik Mikro	12	20	1144,8	60	49,2	Derived from fact_umkm_kelurahan_sector
397	2023	BATAM-BLG	Bulang	SEK-OTM	Otomotif & Repair	12	19	1177,2	49,7	44,6	Derived from fact_umkm_kelurahan_sector
398	2023	BATAM-BLG	Bulang	SEK-PAR	Pariwisata & Akomodasi Mikro	12	28	1532,4	70,3	51,3	Derived from fact_umkm_kelurahan_sector
399	2023	BATAM-BLG	Bulang	SEK-PRK	Perikanan & Olahan Laut	20	35	1828	36,5	41,2	Derived from fact_umkm_kelurahan_sector
400	2023	BATAM-BLG	Bulang	SEK-RIT	Retail & Perdagangan	19	47	2093,8	45,5	48,5	Derived from fact_umkm_kelurahan_sector
401	2023	BATAM-BLP	Belakang Padang	SEK-DIG	Digital & Kreatif	14	20	2032,1	78,4	54,3	Derived from fact_umkm_kelurahan_sector
402	2023	BATAM-BLP	Belakang Padang	SEK-FAS	Fashion & Aksesoris	29	57	2377,3	62,4	49,5	Derived from fact_umkm_kelurahan_sector
403	2023	BATAM-BLP	Belakang Padang	SEK-JAS	Jasa Personal	34	55	2559	52,2	48,9	Derived from fact_umkm_kelurahan_sector
404	2023	BATAM-BLP	Belakang Padang	SEK-KER	Kerajinan & Souvenir	17	26	1073,7	60,7	46,5	Derived from fact_umkm_kelurahan_sector
405	2023	BATAM-BLP	Belakang Padang	SEK-KUL	Kuliner & Makanan	46	126	4636,8	49,2	46,8	Derived from fact_umkm_kelurahan_sector
406	2023	BATAM-BLP	Belakang Padang	SEK-LOG	Transportasi & Logistik Mikro	18	27	1717,6	57,6	47,8	Derived from fact_umkm_kelurahan_sector
407	2023	BATAM-BLP	Belakang Padang	SEK-OTM	Otomotif & Repair	14	22	1373,4	50,9	47,1	Derived from fact_umkm_kelurahan_sector
408	2023	BATAM-BLP	Belakang Padang	SEK-PAR	Pariwisata & Akomodasi Mikro	15	32	1915,4	73	52,9	Derived from fact_umkm_kelurahan_sector
409	2023	BATAM-BLP	Belakang Padang	SEK-PRK	Perikanan & Olahan Laut	39	70	3564,6	36,6	43,9	Derived from fact_umkm_kelurahan_sector
410	2023	BATAM-BLP	Belakang Padang	SEK-RIT	Retail & Perdagangan	41	93	4518,2	47,5	45,7	Derived from fact_umkm_kelurahan_sector
411	2023	BATAM-BTK	Batam Kota	SEK-DIG	Digital & Kreatif	306	450	44416,6	75,5	51,7	Derived from fact_umkm_kelurahan_sector
412	2023	BATAM-BTK	Batam Kota	SEK-FAS	Fashion & Aksesoris	383	809	31399,9	66	51,8	Derived from fact_umkm_kelurahan_sector
413	2023	BATAM-BTK	Batam Kota	SEK-JAS	Jasa Personal	463	855	34847,2	51,8	48,4	Derived from fact_umkm_kelurahan_sector
414	2023	BATAM-BTK	Batam Kota	SEK-KER	Kerajinan & Souvenir	241	368	15223,5	62,1	51	Derived from fact_umkm_kelurahan_sector
415	2023	BATAM-BTK	Batam Kota	SEK-KUL	Kuliner & Makanan	624	1721	62899,2	49,3	45,3	Derived from fact_umkm_kelurahan_sector
416	2023	BATAM-BTK	Batam Kota	SEK-LOG	Transportasi & Logistik Mikro	254	416	24237,8	58,9	48,1	Derived from fact_umkm_kelurahan_sector
417	2023	BATAM-BTK	Batam Kota	SEK-OTM	Otomotif & Repair	185	301	18150,7	51,3	46,3	Derived from fact_umkm_kelurahan_sector
418	2023	BATAM-BTK	Batam Kota	SEK-PAR	Pariwisata & Akomodasi Mikro	220	466	28089,6	68,9	48,7	Derived from fact_umkm_kelurahan_sector
419	2023	BATAM-BTK	Batam Kota	SEK-PRK	Perikanan & Olahan Laut	273	544	24950,1	38,5	46,6	Derived from fact_umkm_kelurahan_sector
420	2023	BATAM-BTK	Batam Kota	SEK-RIT	Retail & Perdagangan	549	1275	60504,1	46,8	45,9	Derived from fact_umkm_kelurahan_sector
421	2023	BATAM-GLG	Galang	SEK-DIG	Digital & Kreatif	16	24	2322,4	81,5	53,4	Derived from fact_umkm_kelurahan_sector
422	2023	BATAM-GLG	Galang	SEK-FAS	Fashion & Aksesoris	23	50	1886	64,1	49,9	Derived from fact_umkm_kelurahan_sector
423	2023	BATAM-GLG	Galang	SEK-JAS	Jasa Personal	26	45	1957	50,6	46,1	Derived from fact_umkm_kelurahan_sector
424	2023	BATAM-GLG	Galang	SEK-KER	Kerajinan & Souvenir	16	24	1010,4	60,9	49,2	Derived from fact_umkm_kelurahan_sector
425	2023	BATAM-GLG	Galang	SEK-KUL	Kuliner & Makanan	35	92	3528	47,9	43	Derived from fact_umkm_kelurahan_sector
426	2023	BATAM-GLG	Galang	SEK-LOG	Transportasi & Logistik Mikro	16	28	1526,4	58,1	49,4	Derived from fact_umkm_kelurahan_sector
427	2023	BATAM-GLG	Galang	SEK-OTM	Otomotif & Repair	16	29	1569,6	46,9	44,5	Derived from fact_umkm_kelurahan_sector
428	2023	BATAM-GLG	Galang	SEK-PAR	Pariwisata & Akomodasi Mikro	20	43	2553,6	69	51,5	Derived from fact_umkm_kelurahan_sector
429	2023	BATAM-GLG	Galang	SEK-PRK	Perikanan & Olahan Laut	31	59	2833,4	36	41,7	Derived from fact_umkm_kelurahan_sector
430	2023	BATAM-GLG	Galang	SEK-RIT	Retail & Perdagangan	31	71	3416,2	46,1	46,2	Derived from fact_umkm_kelurahan_sector
431	2023	BATAM-LBJ	Lubuk Baja	SEK-DIG	Digital & Kreatif	108	152	15676,4	78,3	52,5	Derived from fact_umkm_kelurahan_sector
432	2023	BATAM-LBJ	Lubuk Baja	SEK-FAS	Fashion & Aksesoris	239	495	19594,2	64,5	47,9	Derived from fact_umkm_kelurahan_sector
433	2023	BATAM-LBJ	Lubuk Baja	SEK-JAS	Jasa Personal	277	483	20848,1	50,3	47,4	Derived from fact_umkm_kelurahan_sector
434	2023	BATAM-LBJ	Lubuk Baja	SEK-KER	Kerajinan & Souvenir	145	222	9159,4	58,4	44,4	Derived from fact_umkm_kelurahan_sector
435	2023	BATAM-LBJ	Lubuk Baja	SEK-KUL	Kuliner & Makanan	355	955	35784	50,7	48,9	Derived from fact_umkm_kelurahan_sector
436	2023	BATAM-LBJ	Lubuk Baja	SEK-LOG	Transportasi & Logistik Mikro	166	271	15840,4	59,9	47,9	Derived from fact_umkm_kelurahan_sector
437	2023	BATAM-LBJ	Lubuk Baja	SEK-OTM	Otomotif & Repair	115	183	11282,9	47,4	44,7	Derived from fact_umkm_kelurahan_sector
438	2023	BATAM-LBJ	Lubuk Baja	SEK-PAR	Pariwisata & Akomodasi Mikro	211	412	26940,4	69,5	49,4	Derived from fact_umkm_kelurahan_sector
439	2023	BATAM-LBJ	Lubuk Baja	SEK-PRK	Perikanan & Olahan Laut	163	301	14896,8	34,5	41,9	Derived from fact_umkm_kelurahan_sector
440	2023	BATAM-LBJ	Lubuk Baja	SEK-RIT	Retail & Perdagangan	311	681	34274,7	44,8	45	Derived from fact_umkm_kelurahan_sector
441	2023	BATAM-NGS	Nongsa	SEK-DIG	Digital & Kreatif	180	251	26127,3	77	50,5	Derived from fact_umkm_kelurahan_sector
442	2023	BATAM-NGS	Nongsa	SEK-FAS	Fashion & Aksesoris	214	407	17544,6	64,8	49,7	Derived from fact_umkm_kelurahan_sector
443	2023	BATAM-NGS	Nongsa	SEK-JAS	Jasa Personal	249	466	18740,7	51,6	45,8	Derived from fact_umkm_kelurahan_sector
444	2023	BATAM-NGS	Nongsa	SEK-KER	Kerajinan & Souvenir	138	218	8717,1	61	47,6	Derived from fact_umkm_kelurahan_sector
445	2023	BATAM-NGS	Nongsa	SEK-KUL	Kuliner & Makanan	365	966	36792	52,6	45,8	Derived from fact_umkm_kelurahan_sector
446	2023	BATAM-NGS	Nongsa	SEK-LOG	Transportasi & Logistik Mikro	146	233	13931,9	59,8	48	Derived from fact_umkm_kelurahan_sector
447	2023	BATAM-NGS	Nongsa	SEK-OTM	Otomotif & Repair	110	185	10792,3	51,4	47,9	Derived from fact_umkm_kelurahan_sector
448	2023	BATAM-NGS	Nongsa	SEK-PAR	Pariwisata & Akomodasi Mikro	211	420	26940,5	68,7	52,1	Derived from fact_umkm_kelurahan_sector
449	2023	BATAM-NGS	Nongsa	SEK-PRK	Perikanan & Olahan Laut	168	320	15353,8	34,1	43,4	Derived from fact_umkm_kelurahan_sector
450	2023	BATAM-NGS	Nongsa	SEK-RIT	Retail & Perdagangan	297	667	32731,8	45,8	47	Derived from fact_umkm_kelurahan_sector
451	2023	BATAM-SBD	Sungai Beduk	SEK-DIG	Digital & Kreatif	99	130	14370	81,9	56	Derived from fact_umkm_kelurahan_sector
452	2023	BATAM-SBD	Sungai Beduk	SEK-FAS	Fashion & Aksesoris	216	438	17708,5	61,2	50,7	Derived from fact_umkm_kelurahan_sector
453	2023	BATAM-SBD	Sungai Beduk	SEK-JAS	Jasa Personal	260	478	19568,6	51,6	48	Derived from fact_umkm_kelurahan_sector
454	2023	BATAM-SBD	Sungai Beduk	SEK-KER	Kerajinan & Souvenir	136	192	8590,7	59	46,9	Derived from fact_umkm_kelurahan_sector
455	2023	BATAM-SBD	Sungai Beduk	SEK-KUL	Kuliner & Makanan	375	1020	37800	49,7	45,9	Derived from fact_umkm_kelurahan_sector
456	2023	BATAM-SBD	Sungai Beduk	SEK-LOG	Transportasi & Logistik Mikro	149	260	14218,2	57,1	47,6	Derived from fact_umkm_kelurahan_sector
457	2023	BATAM-SBD	Sungai Beduk	SEK-OTM	Otomotif & Repair	109	176	10694,2	52	44,3	Derived from fact_umkm_kelurahan_sector
458	2023	BATAM-SBD	Sungai Beduk	SEK-PAR	Pariwisata & Akomodasi Mikro	124	246	15832,2	64,8	47,7	Derived from fact_umkm_kelurahan_sector
459	2023	BATAM-SBD	Sungai Beduk	SEK-PRK	Perikanan & Olahan Laut	168	309	15353,9	39,4	43	Derived from fact_umkm_kelurahan_sector
460	2023	BATAM-SBD	Sungai Beduk	SEK-RIT	Retail & Perdagangan	310	710	34164,5	43,8	45,3	Derived from fact_umkm_kelurahan_sector
461	2023	BATAM-SGL	Sagulung	SEK-DIG	Digital & Kreatif	241	336	34981,7	80,7	53,6	Derived from fact_umkm_kelurahan_sector
462	2023	BATAM-SGL	Sagulung	SEK-FAS	Fashion & Aksesoris	479	981	39270,3	61	47,9	Derived from fact_umkm_kelurahan_sector
463	2023	BATAM-SGL	Sagulung	SEK-JAS	Jasa Personal	574	963	43201,5	52,4	47,1	Derived from fact_umkm_kelurahan_sector
464	2023	BATAM-SGL	Sagulung	SEK-KER	Kerajinan & Souvenir	297	416	18760,9	61,3	48,1	Derived from fact_umkm_kelurahan_sector
465	2023	BATAM-SGL	Sagulung	SEK-KUL	Kuliner & Makanan	1054	2853	106243,2	50,5	48,8	Derived from fact_umkm_kelurahan_sector
466	2023	BATAM-SGL	Sagulung	SEK-LOG	Transportasi & Logistik Mikro	338	566	32253,3	55,7	47,5	Derived from fact_umkm_kelurahan_sector
467	2023	BATAM-SGL	Sagulung	SEK-OTM	Otomotif & Repair	247	389	24233,7	48,2	45,8	Derived from fact_umkm_kelurahan_sector
468	2023	BATAM-SGL	Sagulung	SEK-PAR	Pariwisata & Akomodasi Mikro	265	575	33835,2	67,7	51	Derived from fact_umkm_kelurahan_sector
469	2023	BATAM-SGL	Sagulung	SEK-PRK	Perikanan & Olahan Laut	372	740	33997,8	39,7	42,2	Derived from fact_umkm_kelurahan_sector
470	2023	BATAM-SGL	Sagulung	SEK-RIT	Retail & Perdagangan	890	1930	98085,2	47	45,9	Derived from fact_umkm_kelurahan_sector
471	2023	BATAM-SKP	Sekupang	SEK-DIG	Digital & Kreatif	163	246	23659,7	81,3	53,4	Derived from fact_umkm_kelurahan_sector
472	2023	BATAM-SKP	Sekupang	SEK-FAS	Fashion & Aksesoris	346	682	28366,5	65,3	49,2	Derived from fact_umkm_kelurahan_sector
473	2023	BATAM-SKP	Sekupang	SEK-JAS	Jasa Personal	392	712	29503,6	52,9	49,4	Derived from fact_umkm_kelurahan_sector
474	2023	BATAM-SKP	Sekupang	SEK-KER	Kerajinan & Souvenir	202	324	12759,8	57,6	48,5	Derived from fact_umkm_kelurahan_sector
475	2023	BATAM-SKP	Sekupang	SEK-KUL	Kuliner & Makanan	526	1264	53020,8	47,9	45,9	Derived from fact_umkm_kelurahan_sector
476	2023	BATAM-SKP	Sekupang	SEK-LOG	Transportasi & Logistik Mikro	352	570	33589,3	56,6	49	Derived from fact_umkm_kelurahan_sector
477	2023	BATAM-SKP	Sekupang	SEK-OTM	Otomotif & Repair	168	288	16482,8	53	48,4	Derived from fact_umkm_kelurahan_sector
478	2023	BATAM-SKP	Sekupang	SEK-PAR	Pariwisata & Akomodasi Mikro	189	392	24131,4	68,3	51,1	Derived from fact_umkm_kelurahan_sector
479	2023	BATAM-SKP	Sekupang	SEK-PRK	Perikanan & Olahan Laut	245	471	22391	39,5	45,5	Derived from fact_umkm_kelurahan_sector
480	2023	BATAM-SKP	Sekupang	SEK-RIT	Retail & Perdagangan	461	974	50805,9	45,1	47	Derived from fact_umkm_kelurahan_sector
481	2024	BATAM-BAJ	Batu Aji	SEK-DIG	Digital & Kreatif	183	287	27511,5	84,4	61,1	Derived from fact_umkm_kelurahan_sector
482	2024	BATAM-BAJ	Batu Aji	SEK-FAS	Fashion & Aksesoris	344	659	29209,7	71,4	56,8	Derived from fact_umkm_kelurahan_sector
483	2024	BATAM-BAJ	Batu Aji	SEK-JAS	Jasa Personal	404	674	31492,7	56,3	52,2	Derived from fact_umkm_kelurahan_sector
484	2024	BATAM-BAJ	Batu Aji	SEK-KER	Kerajinan & Souvenir	206	307	13477,5	66	55	Derived from fact_umkm_kelurahan_sector
485	2024	BATAM-BAJ	Batu Aji	SEK-KUL	Kuliner & Makanan	725	2094	75690	52	49,8	Derived from fact_umkm_kelurahan_sector
486	2024	BATAM-BAJ	Batu Aji	SEK-LOG	Transportasi & Logistik Mikro	221	398	21841,9	57,6	53,5	Derived from fact_umkm_kelurahan_sector
487	2024	BATAM-BAJ	Batu Aji	SEK-OTM	Otomotif & Repair	170	277	17274,8	51,1	55,4	Derived from fact_umkm_kelurahan_sector
488	2024	BATAM-BAJ	Batu Aji	SEK-PAR	Pariwisata & Akomodasi Mikro	182	394	24067,6	73,7	59,2	Derived from fact_umkm_kelurahan_sector
489	2024	BATAM-BAJ	Batu Aji	SEK-PRK	Perikanan & Olahan Laut	248	468	23474,6	35,5	49,2	Derived from fact_umkm_kelurahan_sector
490	2024	BATAM-BAJ	Batu Aji	SEK-RIT	Retail & Perdagangan	650	1377	74193,7	52,5	50,8	Derived from fact_umkm_kelurahan_sector
491	2024	BATAM-BAM	Batu Ampar	SEK-DIG	Digital & Kreatif	75	100	11275,2	84,7	57,1	Derived from fact_umkm_kelurahan_sector
492	2024	BATAM-BAM	Batu Ampar	SEK-FAS	Fashion & Aksesoris	148	296	12566,9	63,9	55,2	Derived from fact_umkm_kelurahan_sector
493	2024	BATAM-BAM	Batu Ampar	SEK-JAS	Jasa Personal	171	308	13329,7	56	49,3	Derived from fact_umkm_kelurahan_sector
494	2024	BATAM-BAM	Batu Ampar	SEK-KER	Kerajinan & Souvenir	90	137	5888,2	65,6	55	Derived from fact_umkm_kelurahan_sector
495	2024	BATAM-BAM	Batu Ampar	SEK-KUL	Kuliner & Makanan	228	639	23803,2	55,6	54,8	Derived from fact_umkm_kelurahan_sector
496	2024	BATAM-BAM	Batu Ampar	SEK-LOG	Transportasi & Logistik Mikro	151	274	14923,6	62	50,8	Derived from fact_umkm_kelurahan_sector
497	2024	BATAM-BAM	Batu Ampar	SEK-OTM	Otomotif & Repair	75	119	7621,2	51,6	50	Derived from fact_umkm_kelurahan_sector
498	2024	BATAM-BAM	Batu Ampar	SEK-PAR	Pariwisata & Akomodasi Mikro	88	161	11637,1	75,1	57,9	Derived from fact_umkm_kelurahan_sector
499	2024	BATAM-BAM	Batu Ampar	SEK-PRK	Perikanan & Olahan Laut	109	206	10317,4	39,1	48,1	Derived from fact_umkm_kelurahan_sector
500	2024	BATAM-BAM	Batu Ampar	SEK-RIT	Retail & Perdagangan	214	500	24426,8	52,4	52,7	Derived from fact_umkm_kelurahan_sector
501	2024	BATAM-BKG	Bengkong	SEK-DIG	Digital & Kreatif	180	271	27060,5	81,8	59,2	Derived from fact_umkm_kelurahan_sector
502	2024	BATAM-BKG	Bengkong	SEK-FAS	Fashion & Aksesoris	318	622	27001,9	67,8	55,9	Derived from fact_umkm_kelurahan_sector
503	2024	BATAM-BKG	Bengkong	SEK-JAS	Jasa Personal	356	553	27750,9	54,7	50,8	Derived from fact_umkm_kelurahan_sector
504	2024	BATAM-BKG	Bengkong	SEK-KER	Kerajinan & Souvenir	197	309	12888,6	60,5	55,4	Derived from fact_umkm_kelurahan_sector
505	2024	BATAM-BKG	Bengkong	SEK-KUL	Kuliner & Makanan	705	1852	73602	56,2	54,7	Derived from fact_umkm_kelurahan_sector
506	2024	BATAM-BKG	Bengkong	SEK-LOG	Transportasi & Logistik Mikro	225	358	22237,2	57,6	53,8	Derived from fact_umkm_kelurahan_sector
507	2024	BATAM-BKG	Bengkong	SEK-OTM	Otomotif & Repair	160	241	16258,6	52,2	49,7	Derived from fact_umkm_kelurahan_sector
508	2024	BATAM-BKG	Bengkong	SEK-PAR	Pariwisata & Akomodasi Mikro	176	397	23274,2	70,8	54,3	Derived from fact_umkm_kelurahan_sector
509	2024	BATAM-BKG	Bengkong	SEK-PRK	Perikanan & Olahan Laut	235	438	22244,1	45,7	51,5	Derived from fact_umkm_kelurahan_sector
510	2024	BATAM-BKG	Bengkong	SEK-RIT	Retail & Perdagangan	632	1502	72139,1	53,4	52,8	Derived from fact_umkm_kelurahan_sector
511	2024	BATAM-BLG	Bulang	SEK-DIG	Digital & Kreatif	12	18	1804,2	81,7	58,8	Derived from fact_umkm_kelurahan_sector
512	2024	BATAM-BLG	Bulang	SEK-FAS	Fashion & Aksesoris	14	26	1188,6	69,7	56	Derived from fact_umkm_kelurahan_sector
513	2024	BATAM-BLG	Bulang	SEK-JAS	Jasa Personal	17	28	1325,4	57,1	52,3	Derived from fact_umkm_kelurahan_sector
514	2024	BATAM-BLG	Bulang	SEK-KER	Kerajinan & Souvenir	12	19	784,8	62,7	53,6	Derived from fact_umkm_kelurahan_sector
515	2024	BATAM-BLG	Bulang	SEK-KUL	Kuliner & Makanan	22	59	2296,8	55,1	53,2	Derived from fact_umkm_kelurahan_sector
516	2024	BATAM-BLG	Bulang	SEK-LOG	Transportasi & Logistik Mikro	12	20	1186,2	61,5	53,2	Derived from fact_umkm_kelurahan_sector
517	2024	BATAM-BLG	Bulang	SEK-OTM	Otomotif & Repair	12	20	1219,2	58,3	55,3	Derived from fact_umkm_kelurahan_sector
518	2024	BATAM-BLG	Bulang	SEK-PAR	Pariwisata & Akomodasi Mikro	12	25	1587	70,2	55,4	Derived from fact_umkm_kelurahan_sector
519	2024	BATAM-BLG	Bulang	SEK-PRK	Perikanan & Olahan Laut	21	40	1987,8	42	50,3	Derived from fact_umkm_kelurahan_sector
520	2024	BATAM-BLG	Bulang	SEK-RIT	Retail & Perdagangan	20	45	2282,8	47	52,1	Derived from fact_umkm_kelurahan_sector
521	2024	BATAM-BLP	Belakang Padang	SEK-DIG	Digital & Kreatif	14	20	2104,9	81	60,2	Derived from fact_umkm_kelurahan_sector
522	2024	BATAM-BLP	Belakang Padang	SEK-FAS	Fashion & Aksesoris	29	56	2462,2	67,3	55,1	Derived from fact_umkm_kelurahan_sector
523	2024	BATAM-BLP	Belakang Padang	SEK-JAS	Jasa Personal	36	60	2806,4	57,6	50,6	Derived from fact_umkm_kelurahan_sector
524	2024	BATAM-BLP	Belakang Padang	SEK-KER	Kerajinan & Souvenir	20	29	1308,6	64,8	56,5	Derived from fact_umkm_kelurahan_sector
525	2024	BATAM-BLP	Belakang Padang	SEK-KUL	Kuliner & Makanan	46	127	4802,4	53,3	50,5	Derived from fact_umkm_kelurahan_sector
526	2024	BATAM-BLP	Belakang Padang	SEK-LOG	Transportasi & Logistik Mikro	21	33	2075,5	61	53,4	Derived from fact_umkm_kelurahan_sector
527	2024	BATAM-BLP	Belakang Padang	SEK-OTM	Otomotif & Repair	15	24	1524	52,1	51,4	Derived from fact_umkm_kelurahan_sector
528	2024	BATAM-BLP	Belakang Padang	SEK-PAR	Pariwisata & Akomodasi Mikro	15	33	1983,7	73,5	55,5	Derived from fact_umkm_kelurahan_sector
529	2024	BATAM-BLP	Belakang Padang	SEK-PRK	Perikanan & Olahan Laut	45	77	4259,4	41,3	50,3	Derived from fact_umkm_kelurahan_sector
530	2024	BATAM-BLP	Belakang Padang	SEK-RIT	Retail & Perdagangan	45	108	5136,7	47,6	52,5	Derived from fact_umkm_kelurahan_sector
531	2024	BATAM-BTK	Batam Kota	SEK-DIG	Digital & Kreatif	371	499	55774,7	83,2	58,9	Derived from fact_umkm_kelurahan_sector
532	2024	BATAM-BTK	Batam Kota	SEK-FAS	Fashion & Aksesoris	386	773	32776	67,4	54,5	Derived from fact_umkm_kelurahan_sector
533	2024	BATAM-BTK	Batam Kota	SEK-JAS	Jasa Personal	458	800	35702	57,6	50,4	Derived from fact_umkm_kelurahan_sector
534	2024	BATAM-BTK	Batam Kota	SEK-KER	Kerajinan & Souvenir	251	417	16421,4	66,7	52,6	Derived from fact_umkm_kelurahan_sector
535	2024	BATAM-BTK	Batam Kota	SEK-KUL	Kuliner & Makanan	645	1750	67338	55,6	54,7	Derived from fact_umkm_kelurahan_sector
536	2024	BATAM-BTK	Batam Kota	SEK-LOG	Transportasi & Logistik Mikro	290	498	28661,2	59,9	51,4	Derived from fact_umkm_kelurahan_sector
537	2024	BATAM-BTK	Batam Kota	SEK-OTM	Otomotif & Repair	209	346	21237,6	53	52	Derived from fact_umkm_kelurahan_sector
